personnel_id,first_name,last_name,dob,gender,address,city,state,postcode,current_base
62-6052387,Eduino,Fehely,30/04/1970,M,157 Evergreen Street,Eastern Suburbs Mc,New South Wales,1325,Mount Bundey Training Area
62-6242121,Charles,Basler,24/12/1984,M,2690 Nobel Terrace,Sydney,New South Wales,1140,RAAF Curtin
62-6318337,Yelena,Howland,15/11/1982,F,0 Muir Court,Brisbane,Queensland,9010,HMAS Harman
63-0291650,Blisse,Bruinsma,03/05/1977,F,82 Mifflin Terrace,Melbourne,Victoria,8045,Woodside Barracks
63-1651056,Gilbertina,Dallman,27/05/1983,F,5 Derek Court,Sydney,New South Wales,1181,RAAF Base Tindal
63-1975230,Briant,Francklin,10/04/1989,M,6 Continental Place,Eastern Suburbs Mc,New South Wales,1315,Robertson Barracks
63-2982841,Timmie,McCoish,28/09/1986,M,9469 Hollow Ridge Court,Melbourne,Victoria,8045,Watsonia Barracks
63-4096414,Genovera,Benedicte,19/03/1986,F,1 Jana Lane,Sydney,New South Wales,1181,Watsonia Barracks
63-4665531,Doll,Crellin,04/09/1987,F,171 Bashford Avenue,Adelaide Mail Centre,South Australia,5874,Robertson Barracks
63-4743824,Juana,Pattemore,04/04/1984,F,53339 Scofield Center,Sydney,New South Wales,1161,Robertson Barracks
63-5334952,Joell,Alesi,29/11/1988,F,38924 Canary Place,Adelaide Mail Centre,South Australia,5899,RAAF Woomera
63-8651123,Petronia,Flowith,13/11/1978,F,9 Transport Trail,Sydney,New South Wales,1009,RAAF Base Wagga
63-8993210,Brier,OFallon,26/01/1973,F,1528 Summer Ridge Park,Melbourne,Victoria,8383,RAAF Scherger
64-0083497,Almeda,Grey,16/09/1971,F,325 Roth Junction,Adelaide Mail Centre,South Australia,5889,HMAS Harman
64-0351836,Osmund,Guerreru,13/01/1971,M,8443 Corben Junction,Eastern Suburbs Mc,New South Wales,1315,RAAF Base Darwin
64-0407115,Link,Avrahamian,09/10/1971,M,25409 Grayhawk Point,Australia Square,New South Wales,1213,Majura Training Area
64-1148373,Pebrook,Viste,03/01/1976,M,0 Mockingbird Avenue,Eastern Suburbs Mc,New South Wales,1325,RAAF Base Tindal
64-1300488,Mirella,Bloxholm,18/04/1986,F,8 Scott Park,Sydney,New South Wales,1043,Irwin Barracks
64-1616446,Leeland,Bleackley,09/03/1983,M,0 Bartillon Park,Sydney,New South Wales,1130,HMAS Coonawarra
64-2025940,Glenn,Franies,01/11/1976,F,88510 Dwight Lane,Melbourne,Victoria,8383,RAAF Base Richmond
64-2818802,Lavena,Tack,31/10/1984,F,70665 Westridge Hill,Sydney,New South Wales,1120,HMAS Albatross
64-8765851,Abbye,Osman,17/12/1975,F,95 Carberry Road,Sydney,New South Wales,1140,HMAS Waterhen
64-8870965,Devan,Kruszelnicki,28/03/1986,F,03059 Ludington Lane,Sydney,New South Wales,1191,Joint Warfare Training Centre
64-9354649,Chicky,ABarrow,01/01/1981,M,340 Manitowish Terrace,Sydney,New South Wales,1028,HMAS Stirling (Fleet Base West)
64-9770525,Reine,Stanners,31/01/1974,F,1 Transport Pass,Hobart,Tasmania,7808,Shoalwater Bay Training Area
65-0420669,Alene,Wych,02/12/1971,F,6506 Transport Circle,Sydney,New South Wales,1134,Victoria Barracks (Melbourne)
65-0730149,Kaylyn,MacAlpine,03/12/1972,F,672 Truax Trail,Sydney,New South Wales,1009,Lavarack Barracks
65-1107729,Carleen,Shawel,10/12/1984,F,5 Division Place,Sydney,New South Wales,1028,RAAF Scherger
65-1356453,Corrine,Biever,19/06/1978,F,3024 Oakridge Plaza,Northern Suburbs Mc,New South Wales,1694,Swanbourne Barracks (SAS Regiment)
65-1429818,Rutter,Clogg,04/11/1977,M,5 Sunfield Point,Sydney,New South Wales,1161,Lavarack Barracks
65-5043924,Charlene,Haney`,09/02/1987,F,5 Reinke Park,Sydney,New South Wales,1171,Puckapunyal Military Area (Training)
65-5397556,Marcelle,Ascroft,21/09/1980,F,31262 Pankratz Street,Perth,Western Australia,6817,RAAF Scherger
65-7042143,Dorothee,Mathieu,02/08/1981,F,870 Eggendart Center,Sydney,New South Wales,1191,Jungle Training Wing
65-7411875,Reynolds,Padrick,01/03/1974,M,418 Butterfield Way,Eastern Suburbs Mc,New South Wales,1315,Gallipoli Barracks
65-7854495,Yehudit,Toman,08/05/1970,M,03 Lillian Lane,Adelaide Mail Centre,South Australia,5874,Holsworthy Barracks
65-8694349,Gay,Cowdroy,24/07/1980,F,57794 Springs Center,Sydney,New South Wales,1191,Majura Training Area
65-9236235,Sileas,Aspenlon,29/12/1988,F,709 Crescent Oaks Point,Sydney,New South Wales,1130,RAAF Curtin
65-9238552,Sal,ODunniom,20/12/1976,M,994 Sutteridge Crossing,Sydney South,New South Wales,1235,Watsonia Barracks
66-0240171,Celestyna,Littler,05/07/1971,F,48698 Laurel Avenue,Sydney,New South Wales,1120,RAAF Base Wagga
66-0759413,Russ,Farlow,15/08/1977,M,4 Old Gate Plaza,Eastern Suburbs Mc,New South Wales,1391,Townsville Field Training Area
66-0800417,Elfreda,Hurren,02/11/1970,F,93524 Southridge Pass,Sydney South,New South Wales,1235,Lavarack Barracks
66-0859405,Norean,Kleewein,14/02/1973,F,064 Bartillon Park,Sydney,New South Wales,1120,Watsonia Barracks
66-2857317,Ceil,Moodey,16/02/1989,F,9 Manley Plaza,Perth,Western Australia,6843,HMAS Cerberus (Training Establishment)
66-2915041,Renaldo,Byk,05/03/1988,M,22116 Arkansas Circle,Eastern Suburbs Mc,New South Wales,1325,RAAF Curtin
66-3758269,Weston,Kembrey,09/05/1970,M,165 Susan Circle,Adelaide Mail Centre,South Australia,5889,Watsonia Barracks
66-4474557,Arlyne,Pelzer,15/05/1983,F,6762 Eastlawn Pass,Sydney South,New South Wales,1235,RAAF Base Richmond
66-4911899,Jesse,Rapinett,11/08/1971,M,6 Merry Crossing,Perth,Western Australia,6843,Holsworthy Barracks
66-5104437,Leyla,Lammas,20/04/1970,F,8665 Scoville Terrace,Perth,Western Australia,6843,Jungle Training Wing
66-5624684,Alard,McDuffy,05/09/1978,M,0248 Westerfield Circle,Sydney,New South Wales,1161,RAAF Base Williamtown
66-7157420,Thomasine,Grono,09/01/1984,F,637 Mosinee Circle,Strawberry Hills,New South Wales,1424,RAAF Base East Sale (Air Training College)
66-8464689,Pen,Reynoollds,20/10/1981,F,16248 Golden Leaf Court,Sydney,New South Wales,1140,HMAS Harman
66-8566034,Gabriel,Rouf,17/02/1976,F,6 Basil Center,Adelaide,South Australia,5839,Townsville Field Training Area
67-1645735,Robyn,Melding,12/10/1977,F,7 Butternut Circle,Hobart,Tasmania,7803,HMAS Albatross
67-1930896,Russell,Jeavons,18/04/1987,M,30105 Westport Center,Adelaide,South Australia,5839,Gallipoli Barracks
67-2212416,Darryl,Baron,29/10/1971,M,10200 Moulton Park,Sydney,New South Wales,1181,Lone Pine Barracks (School of Infantry)
67-2704569,Wainwright,Scud,07/12/1981,M,7 Holmberg Plaza,Adelaide,South Australia,5839,Kokoda Barracks (Land Warfare Centre)
67-3071202,Thomasa,Melmore,03/08/1983,F,70 Derek Trail,Sydney,New South Wales,1033,HMAS Waterhen
67-3130995,Kean,Corkhill,20/12/1971,M,877 Butterfield Circle,Sydney,New South Wales,1134,Jungle Training Wing
67-3417765,Yuma,Batteson,04/09/1977,M,27 Rockefeller Court,Sydney,New South Wales,1206,HMAS Albatross
67-3997297,Jodie,Seefus,07/09/1987,M,2 Morrow Trail,Launceston,Tasmania,7916,HMAS Waterhen
67-4678682,Lusa,Headly,20/05/1979,F,31947 Melby Plaza,Adelaide Mail Centre,South Australia,5889,RAAF Base Amberley
67-5759570,Thornie,Gerson,21/08/1988,M,135 Springview Terrace,Melbourne,Victoria,8383,RAAF Base Tindal
67-7861761,Konstantine,Pentecust,30/01/1971,M,55 Meadow Ridge Alley,Eastern Suburbs Mc,New South Wales,1391,RAAF Woomera
67-8787698,Ruttger,MacKean,12/07/1971,M,4011 Green Ridge Avenue,Adelaide Mail Centre,South Australia,5869,Shoalwater Bay Training Area
68-1263142,Molly,Ortiger,01/09/1987,F,24845 Vermont Pass,Eastern Suburbs Mc,New South Wales,1325,RAAF Base Wagga
68-1584432,Wallie,Grigorescu,18/01/1984,F,1610 Meadow Ridge Way,Sydney,New South Wales,1171,RAAF Base Amberley
68-1797480,Gregoor,House,24/05/1983,M,47 Kingsford Terrace,Sydney,New South Wales,1171,HMAS Kuttabul (Fleet Base East)
68-2987099,Lacy,Johann,18/12/1972,F,40 Dapin Pass,Adelaide Mail Centre,South Australia,5869,HMAS Coonawarra
68-3469712,Debra,Youle,27/12/1973,F,7899 East Point,Strawberry Hills,New South Wales,1424,RAAF Woomera
68-3501031,Mavra,Elsy,02/03/1979,F,0338 Longview Center,Hobart,Tasmania,7803,RAAF Base Amberley
68-4144096,Jareb,Udale,11/03/1979,M,946 Bashford Alley,Perth,Western Australia,6817,Irwin Barracks
68-4342262,Ellsworth,Blunn,09/09/1984,M,84411 Barnett Plaza,Sydney,New South Wales,1033,Watsonia Barracks
68-6891894,Zondra,McMenemy,31/03/1974,F,4354 Messerschmidt Point,Launceston,Tasmania,7904,Joint Warfare Training Centre
68-6970987,Avictor,Butt Gow,14/09/1977,M,6473 Truax Avenue,Sydney,New South Wales,1196,Mount Bundey Training Area
68-9003076,Winna,Priddie,07/04/1982,F,7 Jenifer Circle,Eastern Suburbs Mc,New South Wales,1315,RAAF Base Darwin
68-9107583,Merilee,Elis,08/10/1970,F,32 Buena Vista Lane,Sydney,New South Wales,1134,Joint Warfare Training Centre
69-0638090,Marwin,Cruickshank,11/09/1988,M,1188 Brown Junction,Sydney,New South Wales,1140,Mount Bundey Training Area
69-4477691,Dorris,Quenell,18/02/1986,F,5052 Merchant Street,Adelaide,South Australia,5839,Victoria Barracks (Sydney)
69-4802311,Selma,Gossan,15/02/1989,F,835 Iowa Center,Adelaide Mail Centre,South Australia,5869,RAAF Base Williamtown
69-6803067,Aldwin,Cliss,08/12/1980,M,864 Sunnyside Parkway,Sydney,New South Wales,1161,HMAS Harman
69-7711375,Marlene,Layborn,03/05/1987,F,837 Manley Center,Eastern Suburbs Mc,New South Wales,1315,HMAS Harman
70-0324853,Astrix,Budibent,31/03/1980,F,7353 Nevada Place,Perth,Western Australia,6817,Joint Warfare Training Centre
70-2474449,Francklyn,Skeats,15/05/1983,M,5 Prairieview Trail,Sydney,New South Wales,1028,HMAS Harman
70-2645132,Gustie,Justun,14/08/1971,F,024 Del Mar Way,Sydney,New South Wales,1196,HMAS Kuttabul (Fleet Base East)
70-2812540,Caryl,Adair,06/04/1971,M,4 Amoth Center,Melbourne,Victoria,8383,Irwin Barracks
70-3285504,Thorn,Connors,28/04/1970,M,49015 Merry Drive,Adelaide Mail Centre,South Australia,5899,HMAS Stirling (Fleet Base West)
70-5583326,Lawton,Dunkerley,28/11/1973,M,98 Pawling Pass,Adelaide Mail Centre,South Australia,5899,Kokoda Barracks (Land Warfare Centre)
70-6509416,Twila,Juden,28/09/1975,F,449 Scoville Court,Sydney,New South Wales,1196,RAAF Base Pearce (Pilot Training)
70-7997725,Binnie,Manuaud,15/06/1972,F,88 Hoard Street,Sydney,New South Wales,1028,RAAF Base Tindal
70-9022698,Helaina,Greeveson,31/07/1976,F,970 Goodland Crossing,Sydney South,New South Wales,1235,Jungle Training Wing
70-9089087,Sully,Swadon,22/06/1982,M,46774 Roxbury Terrace,Sydney,New South Wales,1140,HMAS Waterhen
71-0674399,Zacharie,Chrstine,12/05/1977,M,2 Spaight Drive,Sydney,New South Wales,1206,HMAS Cerberus (Training Establishment)
71-1927957,Ranique,Matysik,29/11/1976,F,57761 Dennis Point,Sydney,New South Wales,1140,Townsville Field Training Area
71-3225118,Kirk,Ossenna,11/05/1984,M,6 North Crossing,Adelaide Mail Centre,South Australia,5899,Kokoda Barracks (Land Warfare Centre)
71-7293295,Lib,Feldhammer,19/12/1971,F,843 Nevada Parkway,Sydney,New South Wales,1206,Puckapunyal Military Area (Training)
71-8185654,Matilda,Heims,21/03/1988,F,810 Gina Center,Launceston,Tasmania,7916,RAAF Woomera
71-9143213,Granger,Abrahmson,11/11/1989,M,3242 Del Mar Parkway,Northern Suburbs Mc,New South Wales,1694,RAAF Base Pearce (Pilot Training)
72-2109149,Mariquilla,Row,09/12/1976,F,683 Tomscot Junction,Brisbane,Queensland,9010,RAAF Base Darwin
72-3628085,Orelia,Wolfart,27/10/1989,F,99 Lawn Point,Australia Square,New South Wales,1213,Woodside Barracks
72-4222158,Jermaine,Round,16/06/1989,F,473 Pond Junction,Sydney,New South Wales,1033,RAAF Curtin
72-5452710,Kacey,Shardlow,28/11/1985,F,0 Homewood Trail,Perth,Western Australia,6817,HMAS Waterhen
72-6645722,Haleigh,Eslie,23/11/1972,M,466 Eggendart Crossing,Hobart,Tasmania,7808,RAAF Base Richmond
72-7597933,Lanny,Eldridge,01/11/1975,M,76 Anthes Way,Brisbane,Queensland,9010,RAAF Woomera
72-8257231,Mathilde,Vaan,07/07/1980,F,7129 Elka Center,Adelaide,South Australia,5839,Irwin Barracks
73-0398331,Dimitry,Ongin,07/05/1983,M,75 Dovetail Drive,Adelaide Mail Centre,South Australia,5874,Kokoda Barracks (Land Warfare Centre)
73-0598394,Carmela,Himsworth,30/11/1984,F,57 Oriole Street,Brisbane,Queensland,9010,Jungle Training Wing
73-1082324,Freda,Collett,30/10/1977,F,6 Toban Parkway,Sydney,New South Wales,1043,RAAF Base Tindal
73-1592954,Corabella,Casini,29/01/1971,F,6237 Burning Wood Park,Adelaide Mail Centre,South Australia,5869,RAAF Learmonth
73-3199113,Oneida,Hullot,01/07/1986,F,49 Goodland Trail,Sydney,New South Wales,1191,RAAF Base East Sale (Air Training College)
73-7929213,Lon,de Juares,15/09/1972,M,09372 Boyd Court,Sydney,New South Wales,1109,RAAF Base Williamtown
73-8479572,Jarrod,Cabera,18/02/1983,M,0479 Sherman Plaza,Sydney,New South Wales,1181,RAAF Base Wagga
73-9189607,Malanie,Claypole,20/07/1979,F,3438 Redwing Place,Sydney,New South Wales,1181,HMAS Coonawarra
74-0751844,Kristan,Seeley,14/07/1978,F,49630 Park Meadow Hill,Sydney,New South Wales,1120,Swanbourne Barracks (SAS Regiment)
74-2231297,Reynard,Boyer,26/06/1983,M,28 2nd Terrace,Perth,Western Australia,6817,HMAS Cerberus (Training Establishment)
74-2535535,Reinald,Flynn,22/09/1976,M,47 Emmet Way,Sydney,New South Wales,1140,Puckapunyal Military Area (Training)
74-2792439,Demetrius,Rumens,16/01/1974,M,9869 Glacier Hill Avenue,Sydney,New South Wales,1206,Blamey Barracks (Army Recruit Training Centre)
74-2978346,Belita,Tatlow,05/04/1982,F,01357 Spohn Terrace,Adelaide,South Australia,5839,HMAS Stirling (Fleet Base West)
74-3133549,Morten,Thirlaway,01/12/1972,M,06680 Warner Point,Sydney,New South Wales,1196,Swanbourne Barracks (SAS Regiment)
74-3384105,Ada,Dodson,22/09/1983,F,936 2nd Lane,Melbourne,Victoria,8383,Blamey Barracks (Army Recruit Training Centre)
74-3842266,Jilli,Petrashov,22/10/1986,F,551 Blackbird Lane,Hobart,Tasmania,7803,HMAS Waterhen
74-4624152,Papageno,Manhare,30/04/1981,M,8 Eastwood Crossing,Sydney,New South Wales,1109,Victoria Barracks (Sydney)
74-5035465,Witty,Keningley,09/04/1986,M,977 Schurz Junction,Melbourne,Victoria,8383,RAAF Woomera
74-5554719,Elayne,Pickavance,12/10/1980,F,37316 Annamark Drive,Brisbane,Queensland,9010,HMAS Cerberus (Training Establishment)
74-6179510,Piggy,Reinmar,22/10/1983,M,14804 Waxwing Court,Sydney South,New South Wales,1235,HMAS Cairns
74-7481786,Yolanda,Rozalski,28/05/1974,F,2620 Bluejay Pass,Sydney,New South Wales,1206,RAAF Curtin
74-7873094,Vivianna,Sellors,01/10/1975,F,372 Eggendart Center,Sydney,New South Wales,1181,Victoria Barracks (Sydney)
75-1690776,Rozina,Jestico,07/05/1983,F,023 American Pass,Sydney,New South Wales,1043,Victoria Barracks (Melbourne)
75-3169262,Ddene,Nemchinov,05/12/1970,F,851 Bartillon Point,Sydney,New South Wales,1140,Mount Bundey Training Area
75-3283741,Dido,Marzelli,08/07/1979,F,1286 Logan Crossing,Launceston,Tasmania,7916,Blamey Barracks (Army Recruit Training Centre)
75-5764579,Costa,Bathurst,18/03/1974,M,36 Twin Pines Trail,Melbourne,Victoria,8045,Irwin Barracks
76-1462262,Giffard,Wyvill,27/03/1985,M,581 Carey Lane,Sydney,New South Wales,1191,Puckapunyal Military Area (Training)
76-3919201,Dicky,Iskowicz,16/10/1974,M,441 High Crossing Parkway,Adelaide Mail Centre,South Australia,5869,Swanbourne Barracks (SAS Regiment)
76-4274499,Alfred,Sinyard,06/06/1980,M,88 Division Place,Sydney,New South Wales,1033,Mount Bundey Training Area
76-4973958,Carmon,Tremonte,15/05/1979,F,8327 Mcbride Plaza,Adelaide Mail Centre,South Australia,5869,Gallipoli Barracks
76-7492123,Weston,Gaffney,16/06/1980,M,383 Erie Drive,Adelaide Mail Centre,South Australia,5869,HMAS Cerberus (Training Establishment)
76-7675536,Carmela,Tant,28/05/1981,F,93991 Sunfield Way,Sydney,New South Wales,1130,Jungle Training Wing
76-9105501,Essie,Bartram,05/07/1987,F,419 Myrtle Place,Northern Suburbs Mc,New South Wales,1694,Puckapunyal Military Area (Training)
76-9314869,Trude,Seid,12/04/1984,F,6 Truax Circle,Adelaide Mail Centre,South Australia,5889,Lavarack Barracks
76-9577150,Corrina,McKeurtan,12/02/1985,F,91991 Spaight Court,Sydney,New South Wales,1161,Victoria Barracks (Melbourne)
77-1387202,Brunhilda,Yele,31/03/1974,F,299 Bellgrove Place,Melbourne,Victoria,8383,Majura Training Area
77-1625856,Shirlee,Flippelli,12/10/1987,F,4183 Lawn Plaza,Sydney,New South Wales,1028,Swanbourne Barracks (SAS Regiment)
77-2386608,Guy,Michael,12/05/1986,M,7494 Messerschmidt Point,Sydney,New South Wales,1196,RAAF Curtin
77-2704431,Vaclav,Hazeup,26/02/1970,M,30424 Browning Parkway,Melbourne,Victoria,8383,RAAF Base Darwin
77-4414473,Drucie,Espinoy,29/10/1978,F,69121 Bellgrove Crossing,Adelaide Mail Centre,South Australia,5889,Puckapunyal Military Area (Training)
77-5465106,Wallis,Brosi,15/02/1983,M,94 Dwight Place,Strawberry Hills,New South Wales,1424,RAAF Scherger
77-6269310,Brock,Reglar,19/01/1971,M,1 Transport Street,Adelaide Mail Centre,South Australia,5889,RAAF Base East Sale (Air Training College)
77-7963483,Nikita,Gibbetts,19/08/1982,M,74601 Butterfield Terrace,Sydney,New South Wales,1028,Jervis Bay (Navy College)
77-8068184,Omar,Bollin,19/05/1985,M,4 Lillian Street,Melbourne,Victoria,8383,RAAF Base Edinburgh
78-0826346,Mavra,Grimshaw,26/04/1978,F,9268 Almo Avenue,Australia Square,New South Wales,1213,Jervis Bay (Navy College)
78-1889680,Jasper,Rubens,23/11/1978,M,802 Holmberg Circle,Hobart,Tasmania,7803,Lone Pine Barracks (School of Infantry)
78-1925475,Brenden,Chubb,23/07/1982,M,9 Macpherson Way,Hobart,Tasmania,7803,RAAF Base Williamtown
78-2067274,Mahala,Calam,02/02/1973,F,53 Parkside Junction,Perth,Western Australia,6843,RAAF Base Edinburgh
78-2496701,Worthy,Gilliland,23/01/1988,M,25226 Pearson Terrace,Sydney,New South Wales,1196,Kokoda Barracks (Land Warfare Centre)
78-2999525,Murray,Dossettor,10/03/1975,M,1199 Mendota Drive,Sydney,New South Wales,1028,HMAS Kuttabul (Fleet Base East)
78-3132320,Rafaello,Howes,24/09/1986,M,9 Warner Avenue,Sydney South,New South Wales,1235,Shoalwater Bay Training Area
78-3250640,Killie,Timbrell,19/02/1979,M,75614 Truax Road,Sydney,New South Wales,1043,Mount Bundey Training Area
78-3253141,Noam,Garlic,06/01/1980,M,815 Goodland Pass,Hobart,Tasmania,7808,Jervis Bay (Navy College)
78-3355025,Neal,Paolillo,29/06/1978,M,014 Brickson Park Lane,Hobart,Tasmania,7808,RAAF Scherger
78-3867261,Estrellita,Bradlaugh,13/05/1974,F,38 Mockingbird Drive,Launceston,Tasmania,7916,Watsonia Barracks
78-4606796,Corissa,Strephan,03/01/1982,F,43 Everett Street,Launceston,Tasmania,7916,Lone Pine Barracks (School of Infantry)
78-8615861,Dudley,Praill,30/05/1971,M,4248 Di Loreto Point,Sydney,New South Wales,1161,Lavarack Barracks
78-9367160,Rossie,Woolgar,30/03/1987,M,08121 Ramsey Center,Adelaide Mail Centre,South Australia,5874,HMAS Cerberus (Training Establishment)
78-9873552,Honey,Swait,23/11/1986,F,96 Gina Junction,Sydney,New South Wales,1171,RAAF Base Amberley
79-4024119,Bathsheba,Grimestone,26/02/1981,F,07 Mccormick Drive,Eastern Suburbs Mc,New South Wales,1325,RAAF Learmonth
79-4082764,Sherwood,Froschauer,07/09/1979,M,95 Petterle Road,Perth,Western Australia,6817,Puckapunyal Military Area (Training)
79-4370801,Gannon,Cosh,31/08/1973,M,98603 Oriole Drive,Sydney,New South Wales,1161,RAAF Learmonth
79-6763078,Guglielmo,Peat,13/05/1974,M,1 Dexter Pass,Sydney,New South Wales,1043,Holsworthy Barracks
80-3194370,Ursala,Yitzhakov,17/03/1977,F,3 Talisman Center,Sydney,New South Wales,1009,HMAS Stirling (Fleet Base West)
80-3328214,Lisette,Spata,27/01/1981,F,6767 Debs Place,Eastern Suburbs Mc,New South Wales,1391,HMAS Albatross
80-4765815,Rene,Pentland,12/12/1979,M,39437 Carey Circle,Adelaide,South Australia,5839,Woodside Barracks
80-5794146,Germayne,Elkin,19/03/1987,M,12230 Raven Junction,Sydney,New South Wales,1043,RAAF Base Richmond
80-6781749,Todd,Caldayrou,19/08/1986,M,8 Portage Hill,Sydney,New South Wales,1181,Puckapunyal Military Area (Training)
80-7920797,Darren,Ambler,02/04/1975,M,17382 Loeprich Point,Sydney South,New South Wales,1235,Townsville Field Training Area
80-7951138,Oriana,Squirrell,28/08/1974,F,98 Alpine Lane,Adelaide,South Australia,5839,Garden Island (Fleet Base East)
81-0262687,Rustin,Horwell,21/12/1981,M,1 Continental Park,Sydney,New South Wales,1109,Woodside Barracks
81-2190699,Spenser,Pavier,30/06/1989,M,95 Mosinee Drive,Sydney,New South Wales,1028,RAAF Base Amberley
81-2752401,Charlean,Alcoran,30/06/1974,F,43 Sunfield Way,Sydney,New South Wales,1134,RAAF Base Amberley
81-4930556,Catie,Saben,17/02/1986,F,8700 Mayer Junction,Hobart,Tasmania,7803,Lone Pine Barracks (School of Infantry)
81-9552117,Tasha,Girardengo,24/11/1971,F,4 Union Way,Adelaide Mail Centre,South Australia,5899,HMAS Albatross
81-9642489,Dal,Gilardi,17/03/1978,M,49440 Buell Way,Strawberry Hills,New South Wales,1424,HMAS Kuttabul (Fleet Base East)
82-0012975,Carlota,Mayger,12/05/1972,F,04 Manufacturers Trail,Sydney,New South Wales,1009,HMAS Kuttabul (Fleet Base East)
82-1598213,Ibrahim,Marquess,22/08/1980,M,97 Badeau Pass,Sydney,New South Wales,1043,Mount Bundey Training Area
82-2538129,Xylina,Ordidge,12/11/1972,F,8 Pearson Crossing,Melbourne,Victoria,8045,Woodside Barracks
82-3719458,Berne,Quiddington,31/12/1982,M,7377 Fisk Hill,Melbourne,Victoria,8045,Holsworthy Barracks
82-6374654,Hobart,Goosnell,16/06/1989,M,2508 Anderson Terrace,Sydney,New South Wales,1120,RAAF Woomera
82-6393856,Lind,Gatherer,23/08/1977,M,28 Clarendon Hill,Sydney,New South Wales,1171,HMAS Albatross
82-7311220,Rosalia,Ewen,30/12/1970,F,8024 Esker Avenue,Perth,Western Australia,6817,RAAF Base Tindal
82-8188103,Brody,Shotbolt,17/09/1976,M,9 Dwight Pass,Sydney,New South Wales,1130,Holsworthy Barracks
82-8357123,Sergio,Bowld,18/01/1987,M,8 Sloan Place,Eastern Suburbs Mc,New South Wales,1325,RAAF Base Pearce (Pilot Training)
82-8900942,Nonnah,Klaggeman,09/08/1982,F,561 Kinsman Point,Sydney,New South Wales,1109,Irwin Barracks
83-1361669,Goraud,Shear,10/12/1970,M,06539 Loomis Alley,Brisbane,Queensland,9010,Shoalwater Bay Training Area
83-2513085,Duke,Hair,26/11/1981,M,775 Ramsey Park,Adelaide Mail Centre,South Australia,5899,Irwin Barracks
83-2836977,Veradis,Lanfranchi,24/11/1985,F,6207 Coleman Junction,Australia Square,New South Wales,1213,RAAF Base Pearce (Pilot Training)
83-3831503,Alma,Berthomieu,21/01/1981,F,9440 Forest Dale Parkway,Sydney,New South Wales,1191,HMAS Kuttabul (Fleet Base East)
83-4132642,Freddy,MacCafferky,02/09/1981,M,5313 Londonderry Court,Sydney,New South Wales,1196,HMAS Stirling (Fleet Base West)
83-6336637,Binni,Bagott,08/04/1986,F,76178 Holmberg Terrace,Sydney,New South Wales,1161,Blamey Barracks (Army Recruit Training Centre)
83-7107230,Wilhelmine,Duffie,25/02/1989,F,46 Boyd Drive,Eastern Suburbs Mc,New South Wales,1315,HMAS Waterhen
83-8263346,Berke,Guilloneau,10/12/1987,M,96 Oxford Place,Eastern Suburbs Mc,New South Wales,1325,RAAF Learmonth
84-0046634,Cori,Scolding,14/01/1977,M,8768 Almo Trail,Eastern Suburbs Mc,New South Wales,1325,Puckapunyal Military Area (Training)
84-0613941,Angelica,Pedrick,29/04/1973,F,3 Sycamore Park,Adelaide Mail Centre,South Australia,5899,HMAS Cerberus (Training Establishment)
84-1788369,Jannel,Dinneges,16/09/1970,F,11697 Golf Parkway,Eastern Suburbs Mc,New South Wales,1315,Majura Training Area
84-6396381,Sigismundo,Forshaw,28/01/1973,M,027 Blaine Center,Sydney,New South Wales,1191,Victoria Barracks (Sydney)
84-9771457,Calla,Broschke,09/01/1981,F,5162 Oak Drive,Adelaide Mail Centre,South Australia,5899,Woodside Barracks
85-0048658,Deina,Brauninger,08/04/1982,F,06 Norway Maple Court,Strawberry Hills,New South Wales,1424,Majura Training Area
85-1459531,Wang,Wapples,08/04/1970,M,3100 Barnett Way,Adelaide Mail Centre,South Australia,5899,RAAF Learmonth
85-1709849,Tomasine,Mannion,19/09/1978,F,5103 Hooker Terrace,Perth,Western Australia,6843,Irwin Barracks
85-6970809,Maximo,Ivkovic,27/09/1986,M,332 Sullivan Way,Sydney,New South Wales,1033,HMAS Cerberus (Training Establishment)
85-6997644,Rachael,Cookson,13/06/1974,F,397 Algoma Crossing,Adelaide Mail Centre,South Australia,5889,Majura Training Area
85-7595618,Elie,Tresise,27/02/1986,F,1137 Gulseth Point,Sydney,New South Wales,1109,RAAF Curtin
86-1368126,Ahmad,Bewsey,21/05/1970,M,61 Anzinger Court,Sydney,New South Wales,1206,HMAS Cairns
86-2714182,Carma,Patriche,23/08/1977,F,37864 Green Point,Adelaide Mail Centre,South Australia,5869,RAAF Curtin
86-2834715,Fair,Grieger,28/07/1979,M,5564 Eliot Way,Adelaide Mail Centre,South Australia,5869,Lone Pine Barracks (School of Infantry)
86-2956330,Sharleen,Doughill,09/01/1985,F,2709 Esch Trail,Adelaide Mail Centre,South Australia,5869,Swanbourne Barracks (SAS Regiment)
86-2968291,Kev,Whiteway,30/06/1974,M,44 Moulton Road,Northern Suburbs Mc,New South Wales,1694,RAAF Base Pearce (Pilot Training)
86-5156347,Hattie,Consadine,26/02/1984,F,7380 8th Lane,Sydney,New South Wales,1134,Victoria Barracks (Sydney)
86-5306160,Allister,Boller,17/03/1981,M,29525 Nobel Lane,Sydney South,New South Wales,1235,RAAF Curtin
86-5471111,Warden,Llewellen,08/02/1970,M,6572 Sachs Parkway,Sydney,New South Wales,1043,Watsonia Barracks
